YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,CONFIRMED_UNITS,GRAFFITI,SCORE,AGE
2021,1957,PRIVATE,34,5,84,64
2021,1962,PRIVATE,100,5,92,59
2021,1966,PRIVATE,90,5,79,55
2021,1979,TCHC,180,4,71,42
2021,1971,TCHC,384,3,71,50
2021,1968,PRIVATE,52,5,93,53
2021,1963,PRIVATE,69,5,89,58
2021,1972,PRIVATE,214,5,77,49
2021,1969,PRIVATE,36,5,89,52
2021,1929,PRIVATE,12,5,66,92
2021,1967,PRIVATE,132,5,79,54
2021,1995,SOCIAL HOUSING,13,3,89,26
2021,1991,TCHC,139,4,77,30
2021,1960,PRIVATE,64,5,72,61
2021,1964,PRIVATE,90,5,74,57
2021,1962,PRIVATE,24,5,84,59
2021,1955,PRIVATE,47,5,73,66
2021,1959,PRIVATE,39,5,86,62
2021,1962,PRIVATE,30,5,81,59
2021,1959,PRIVATE,66,5,66,62
2021,2008,TCHC,27,5,74,13
2021,1970,TCHC,238,4,76,51
2021,1950,PRIVATE,12,5,64,71
2021,1960,PRIVATE,11,5,60,61
2021,1970,PRIVATE,93,5,88,51
2021,1973,PRIVATE,146,5,91,48
2021,1960,PRIVATE,63,5,91,61
2021,1968,PRIVATE,40,5,88,53
2021,1960,PRIVATE,57,5,88,61
2021,1959,PRIVATE,99,5,88,62
2021,1959,PRIVATE,100,5,88,62
2021,1959,PRIVATE,71,5,87,62
2021,1959,PRIVATE,71,5,89,62
2021,1993,SOCIAL HOUSING,42,5,83,28
2021,1950,PRIVATE,11,3,67,71
2021,1965,PRIVATE,11,5,74,56
2021,1950,PRIVATE,11,5,69,71
2021,1965,PRIVATE,11,5,71,56
2021,1960,PRIVATE,54,5,80,61
2021,1960,PRIVATE,130,5,82,61
2021,1972,TCHC,99,5,82,49
2021,1966,PRIVATE,234,5,71,55
2021,1965,PRIVATE,164,5,80,56
2021,1969,PRIVATE,83,5,74,52
2021,1965,PRIVATE,164,5,78,56
2021,1965,PRIVATE,221,3,72,56
2021,1965,PRIVATE,221,3,68,56
2021,1953,PRIVATE,15,5,85,68
2021,1965,PRIVATE,11,5,98,56
2021,1965,PRIVATE,11,5,95,56
2021,1920,PRIVATE,12,5,80,101
2021,1970,PRIVATE,195,5,77,51
2021,1934,PRIVATE,49,5,76,87
2021,1968,PRIVATE,267,5,81,53
2021,1960,PRIVATE,39,5,72,61
2021,1971,PRIVATE,419,5,79,50
2021,1991,TCHC,16,5,73,30
2021,1960,PRIVATE,171,5,74,61
2021,1968,PRIVATE,158,5,76,53
2021,1972,PRIVATE,52,5,87,49
2021,1968,PRIVATE,118,5,77,53
2021,1993,TCHC,11,4,76,28
2021,1968,PRIVATE,159,5,75,53
2021,1962,TCHC,147,5,87,59
2021,1926,PRIVATE,36,5,66,95
2021,1926,PRIVATE,36,5,69,95
2021,1926,PRIVATE,36,4,69,95
2021,1960,PRIVATE,130,5,81,61
2021,1961,PRIVATE,107,5,81,60
2021,1965,PRIVATE,56,5,96,56
2021,1940,PRIVATE,25,4,67,81
2021,1954,PRIVATE,73,5,77,67
2021,1970,PRIVATE,16,5,80,51
2021,1960,PRIVATE,77,5,88,61
2021,1955,PRIVATE,82,5,84,66
2021,1960,PRIVATE,76,5,85,61
2021,1952,PRIVATE,109,5,88,69
2021,1960,PRIVATE,56,5,84,61
2021,1967,PRIVATE,28,5,89,54
2021,1980,TCHC,54,5,80,41
2021,1969,PRIVATE,267,5,86,52
2021,1992,PRIVATE,17,5,91,29
2021,1957,PRIVATE,81,5,80,64
2021,1968,PRIVATE,172,5,81,53
2021,1986,SOCIAL HOUSING,174,5,86,35
2021,1962,PRIVATE,41,5,79,59
2021,1950,PRIVATE,54,5,86,71
2021,1955,PRIVATE,11,5,80,66
2021,1954,PRIVATE,12,5,78,67
2021,1954,PRIVATE,12,5,65,67
2021,1963,PRIVATE,59,5,79,58
2021,1965,PRIVATE,196,5,86,56
2021,1938,PRIVATE,32,5,69,83
2021,1970,TCHC,94,5,84,51
2021,1968,TCHC,97,3,74,53
2021,1968,PRIVATE,52,3,64,53
2021,1965,PRIVATE,119,4,76,56
2021,1930,PRIVATE,28,5,74,91
2021,1972,TCHC,419,5,72,49
2021,1930,PRIVATE,32,5,71,91
2021,1969,PRIVATE,216,5,77,52
2021,2009,PRIVATE,91,5,93,12
2021,2007,PRIVATE,55,5,94,14
2021,1954,TCHC,90,5,81,67
2021,1992,TCHC,108,5,94,29
2021,1920,PRIVATE,25,5,77,101
2021,1968,PRIVATE,181,4,75,53
2021,1960,PRIVATE,40,5,73,61
2021,1926,PRIVATE,16,5,85,95
2021,1945,PRIVATE,11,5,86,76
2021,1945,PRIVATE,11,5,89,76
2021,1945,PRIVATE,11,5,86,76
2021,1945,PRIVATE,11,5,86,76
2021,1945,PRIVATE,11,5,84,76
2021,1945,PRIVATE,11,5,86,76
2021,1955,PRIVATE,26,5,83,66
2021,1963,PRIVATE,157,5,89,58
2021,1968,PRIVATE,27,5,76,53
2021,1970,PRIVATE,229,4,79,51
2021,1930,PRIVATE,40,4,71,91
2021,1958,PRIVATE,138,5,79,63
2021,1965,PRIVATE,104,5,77,56
2021,1971,TCHC,196,5,82,50
2021,1984,PRIVATE,139,5,77,37
2021,1962,PRIVATE,24,3,57,59
2021,1965,PRIVATE,115,5,80,56
2021,1960,PRIVATE,71,5,84,61
2021,1967,PRIVATE,28,5,63,54
2021,1971,TCHC,184,5,82,50
2021,1960,PRIVATE,60,5,77,61
2021,1965,PRIVATE,130,5,80,56
2021,1960,PRIVATE,72,5,82,61
2021,1954,PRIVATE,32,5,84,67
2021,1965,PRIVATE,32,5,83,56
2021,1961,PRIVATE,82,5,83,60
2021,1974,PRIVATE,223,5,69,47
2021,1958,PRIVATE,61,4,72,63
2021,1960,PRIVATE,60,5,73,61
2021,1964,PRIVATE,55,3,59,57
2021,1960,PRIVATE,19,5,82,61
2021,1960,PRIVATE,18,4,66,61
2021,1961,PRIVATE,62,5,83,60
2021,1963,PRIVATE,53,5,72,58
2021,1961,PRIVATE,77,5,73,60
2021,1962,PRIVATE,78,5,82,59
2021,1975,TCHC,200,3,66,46
2021,1975,TCHC,102,2,66,46
2021,1960,PRIVATE,52,5,79,61
2021,1960,PRIVATE,48,5,84,61
2021,1959,PRIVATE,49,5,77,62
2021,1960,PRIVATE,49,5,78,61
2021,1964,TCHC,300,1,63,57
2021,1974,PRIVATE,192,5,86,47
2021,1965,PRIVATE,11,5,71,56
2021,1960,PRIVATE,81,3,65,61
2021,1986,PRIVATE,25,5,85,35
2021,1963,PRIVATE,79,5,74,58
2021,1960,PRIVATE,59,5,76,61
2021,1960,PRIVATE,60,5,75,61
2021,1962,PRIVATE,60,3,70,59
2021,1958,PRIVATE,55,5,58,63
2021,1964,PRIVATE,10,3,56,57
2021,1971,TCHC,184,5,84,50
2021,1923,TCHC,17,3,71,98
2021,1961,PRIVATE,94,5,84,60
2021,1975,PRIVATE,180,5,73,46
2021,1975,PRIVATE,12,5,76,46
2021,1955,PRIVATE,25,5,57,66
2021,1958,PRIVATE,12,5,73,63
2021,1968,PRIVATE,59,5,68,53
2021,1985,PRIVATE,71,5,76,36
2021,1970,PRIVATE,65,5,93,51
2021,1964,PRIVATE,109,5,79,57
2021,1964,PRIVATE,188,5,85,57
2021,1967,PRIVATE,65,5,81,54
2021,1953,PRIVATE,11,5,65,68
2021,1915,PRIVATE,21,4,79,106
2021,1980,TCHC,326,3,76,41
2021,1925,PRIVATE,14,5,84,96
2021,1927,PRIVATE,19,5,84,94
2021,1965,PRIVATE,115,5,76,56
2021,1957,PRIVATE,96,4,78,64
2021,1960,PRIVATE,37,5,78,61
2021,1961,PRIVATE,48,5,68,60
2021,1988,SOCIAL HOUSING,125,5,89,33
2021,1927,PRIVATE,15,5,84,94
2021,1992,SOCIAL HOUSING,55,5,77,29
2021,1959,PRIVATE,35,5,76,62
2021,1956,PRIVATE,12,5,70,65
2021,1959,SOCIAL HOUSING,94,5,79,62
2021,1960,PRIVATE,44,5,89,61
2021,1962,PRIVATE,69,4,77,59
2021,1958,PRIVATE,18,5,76,63
2021,1965,PRIVATE,207,5,82,56
2021,1968,PRIVATE,218,3,64,53
2021,1954,PRIVATE,37,4,83,67
2021,1936,PRIVATE,41,5,79,85
2021,1939,PRIVATE,10,5,68,82
2021,2008,TCHC,15,5,80,13
2021,1970,PRIVATE,18,5,81,51
2021,1969,PRIVATE,131,5,80,52
2021,1963,PRIVATE,76,5,76,58
2021,1970,PRIVATE,18,5,80,51
2021,1975,PRIVATE,12,5,74,46
2021,1975,PRIVATE,12,5,79,46
2021,1975,PRIVATE,12,5,89,46
2021,1975,PRIVATE,12,5,72,46
2021,1970,TCHC,164,4,71,51
2021,1959,PRIVATE,61,4,73,62
2021,1959,PRIVATE,61,4,77,62
2021,1967,PRIVATE,48,5,91,54
2021,1969,PRIVATE,67,5,88,52
2021,1941,PRIVATE,105,5,73,80
2021,1954,PRIVATE,11,5,48,67
2021,1950,PRIVATE,72,5,82,71
2021,1967,PRIVATE,180,5,83,54
2021,1924,PRIVATE,20,5,63,97
2021,1925,PRIVATE,11,5,51,96
2021,1983,TCHC,64,4,78,38
2021,1965,PRIVATE,176,5,83,56
2021,1970,PRIVATE,219,3,63,51
2021,1954,PRIVATE,37,5,78,67
2021,1958,PRIVATE,22,5,72,63
2021,1964,PRIVATE,51,5,85,57
2021,1959,PRIVATE,72,5,88,62
2021,1957,PRIVATE,65,5,89,64
2021,1960,PRIVATE,154,4,64,61
2021,1920,PRIVATE,48,5,75,101
2021,1927,PRIVATE,11,4,53,94
2021,1958,PRIVATE,65,5,74,63
2021,1954,PRIVATE,77,5,70,67
2021,1968,PRIVATE,153,4,78,53
2021,1979,PRIVATE,249,5,86,42
2021,1959,SOCIAL HOUSING,24,5,89,62
2021,1993,SOCIAL HOUSING,97,4,64,28
2021,1966,PRIVATE,134,4,89,55
2021,1964,PRIVATE,110,5,79,57
2021,1980,TCHC,167,5,81,41
2021,1959,PRIVATE,62,5,81,62
2021,1962,PRIVATE,29,5,86,59
2021,1964,PRIVATE,171,5,78,57
2021,1981,TCHC,266,5,79,40
2021,1993,TCHC,155,5,83,28
2021,1967,PRIVATE,181,5,77,54
2021,1972,TCHC,132,1,61,49
2021,1956,PRIVATE,11,5,81,65
2021,1913,PRIVATE,12,5,70,108
2021,1953,PRIVATE,11,5,80,68
2021,1960,PRIVATE,11,3,53,61
2021,1974,TCHC,204,5,77,47
2021,1973,TCHC,400,5,72,48
2021,1955,PRIVATE,11,5,85,66
2021,1969,PRIVATE,177,4,65,52
2021,1952,PRIVATE,26,5,66,69
2021,1952,PRIVATE,26,5,67,69
2021,1960,PRIVATE,34,5,80,61
2021,1960,PRIVATE,105,5,82,61
2021,2008,PRIVATE,184,5,86,13
2021,1969,TCHC,447,3,65,52
2021,1973,PRIVATE,92,5,67,48
2021,1960,PRIVATE,121,5,86,61
2021,1960,PRIVATE,121,5,91,61
2021,1951,PRIVATE,72,5,79,70
2021,1953,PRIVATE,111,5,87,68
2021,1955,PRIVATE,17,5,75,66
2021,1956,PRIVATE,22,5,68,65
2021,1951,PRIVATE,10,4,63,70
2021,1962,PRIVATE,92,4,79,59
2021,1962,PRIVATE,52,5,80,59
2021,1961,PRIVATE,59,5,72,60
2021,1969,PRIVATE,321,5,80,52
2021,1969,PRIVATE,218,5,80,52
2021,1959,PRIVATE,29,5,80,62
2021,1970,PRIVATE,66,5,81,51
2021,1970,PRIVATE,136,5,79,51
2021,1997,SOCIAL HOUSING,128,5,80,24
2021,1969,PRIVATE,201,5,83,52
2021,1944,PRIVATE,27,5,76,77
2021,1965,PRIVATE,12,2,56,56
2021,1967,PRIVATE,418,4,72,54
2021,1965,PRIVATE,230,5,83,56
2021,1967,PRIVATE,60,5,78,54
2021,1970,TCHC,22,4,69,51
2021,1911,PRIVATE,20,5,75,110
2021,2016,SOCIAL HOUSING,20,5,92,5
2021,1953,SOCIAL HOUSING,22,5,99,68
2021,2008,PRIVATE,74,4,76,13
2021,2006,PRIVATE,171,5,79,15
2021,1960,PRIVATE,18,5,73,61
2021,1971,PRIVATE,32,4,63,50
2021,1961,PRIVATE,52,5,83,60
2021,1961,PRIVATE,51,5,83,60
2021,1960,PRIVATE,42,5,67,61
2021,1960,PRIVATE,57,5,69,61
2021,1967,PRIVATE,59,5,74,54
2021,1960,PRIVATE,70,5,70,61
2021,1961,PRIVATE,55,5,68,60
2021,1960,PRIVATE,37,3,60,61
2021,1968,PRIVATE,128,5,89,53
2021,1974,PRIVATE,201,5,78,47
2021,1970,PRIVATE,119,3,72,51
2021,1950,PRIVATE,10,5,90,71
2021,1961,PRIVATE,211,5,74,60
2021,1952,PRIVATE,114,5,79,69
2021,1976,PRIVATE,83,5,82,45
2021,1974,PRIVATE,225,5,85,47
2021,1991,TCHC,53,5,81,30
2021,1963,PRIVATE,205,5,74,58
2021,1964,PRIVATE,228,5,84,57
2021,1967,PRIVATE,218,5,70,54
2021,1974,PRIVATE,225,5,80,47
2021,1956,PRIVATE,85,5,83,65
2021,1961,PRIVATE,140,5,79,60
2021,1968,PRIVATE,142,5,78,53
2021,1994,SOCIAL HOUSING,158,5,89,27
2021,1967,PRIVATE,42,5,72,54
2021,1965,PRIVATE,30,5,67,56
2021,1978,SOCIAL HOUSING,89,5,81,43
2021,1962,PRIVATE,36,5,79,59
2021,1960,PRIVATE,43,5,84,61
2021,1961,PRIVATE,39,5,79,60
2021,1960,PRIVATE,59,5,80,61
2021,1963,PRIVATE,40,4,60,58
2021,1958,PRIVATE,35,5,74,63
2021,1972,PRIVATE,228,5,84,49
2021,1962,PRIVATE,69,5,74,59
2021,1959,PRIVATE,36,5,88,62
2021,1962,PRIVATE,85,5,81,59
2021,1952,PRIVATE,15,5,66,69
2021,1992,TCHC,176,5,78,29
2021,1964,PRIVATE,67,5,73,57
2021,1960,PRIVATE,27,4,64,61
2021,1953,PRIVATE,10,5,64,68
2021,1970,PRIVATE,137,5,79,51
2021,1970,PRIVATE,137,5,77,51
2021,1920,PRIVATE,32,5,74,101
2021,1940,PRIVATE,33,5,79,81
2021,1991,SOCIAL HOUSING,106,5,87,30
2021,1958,PRIVATE,43,4,82,63
2021,1958,PRIVATE,43,5,81,63
2021,1965,PRIVATE,75,5,81,56
2021,1953,PRIVATE,31,5,87,68
2021,1956,PRIVATE,12,5,60,65
2021,1956,PRIVATE,11,5,60,65
2021,1955,PRIVATE,29,5,80,66
2021,1940,PRIVATE,33,5,73,81
2021,1934,PRIVATE,24,4,74,87
2021,1958,PRIVATE,25,4,63,63
2021,1930,PRIVATE,46,4,71,91
2021,1957,PRIVATE,11,5,61,64
2021,1955,PRIVATE,22,3,69,66
2021,1955,PRIVATE,26,5,83,66
2021,1994,SOCIAL HOUSING,61,5,79,27
2021,1955,PRIVATE,30,5,88,66
2021,1955,PRIVATE,30,5,85,66
2021,1951,PRIVATE,12,5,70,70
2021,1957,PRIVATE,11,5,78,64
2021,1955,PRIVATE,30,5,84,66
2021,1955,PRIVATE,36,5,78,66
2021,1956,PRIVATE,30,5,85,65
2021,1941,TCHC,36,4,65,80
2021,1941,TCHC,57,4,64,80
2021,1952,PRIVATE,87,5,85,69
2021,1920,PRIVATE,24,4,74,101
2021,1966,PRIVATE,320,4,55,55
2021,1954,PRIVATE,10,5,60,67
2021,1976,PRIVATE,366,5,81,45
2021,1975,PRIVATE,277,3,78,46
2021,1975,PRIVATE,406,4,80,46
2021,1960,PRIVATE,97,5,81,61
2021,1963,PRIVATE,91,5,78,58
2021,1960,PRIVATE,93,5,81,61
2021,1958,PRIVATE,55,5,61,63
2021,1958,PRIVATE,21,5,60,63
2021,1937,PRIVATE,34,3,56,84
2021,1960,PRIVATE,52,5,86,61
2021,1972,TCHC,99,5,69,49
2021,1957,PRIVATE,25,5,71,64
2021,1900,PRIVATE,17,5,63,121
2021,1959,PRIVATE,70,5,89,62
2021,1965,PRIVATE,138,5,84,56
2021,1956,PRIVATE,13,3,58,65
2021,1953,PRIVATE,65,5,79,68
2021,2021,PRIVATE,166,5,99,0
2021,1940,PRIVATE,210,5,81,81
2021,1986,TCHC,254,4,78,35
2021,1970,TCHC,34,4,71,51
2021,1992,TCHC,100,4,75,29
2021,1962,TCHC,255,2,69,59
2021,1960,PRIVATE,11,3,59,61
2021,1958,PRIVATE,44,5,69,63
2021,1977,PRIVATE,22,5,78,44
2021,1977,PRIVATE,22,5,74,44
2021,1972,TCHC,307,5,78,49
2021,1992,SOCIAL HOUSING,80,5,86,29
2021,1925,PRIVATE,31,5,73,96
2021,1952,PRIVATE,29,4,71,69
2021,1951,PRIVATE,11,3,64,70
2021,1992,TCHC,121,5,73,29
2021,1994,TCHC,95,5,74,27
2021,1992,SOCIAL HOUSING,13,4,64,29
2021,1955,PRIVATE,42,3,57,66
2021,1955,PRIVATE,21,3,45,66
2021,1926,PRIVATE,11,4,68,95
2021,1955,PRIVATE,21,3,37,66
2021,1930,PRIVATE,15,5,81,91
2021,1930,PRIVATE,24,5,74,91
2021,1930,PRIVATE,24,5,78,91
2021,1930,PRIVATE,23,5,78,91
2021,1957,PRIVATE,16,4,71,64
2021,1970,TCHC,14,5,67,51
2021,2017,PRIVATE,248,5,100,4
2021,1954,PRIVATE,13,5,79,67
2021,1954,PRIVATE,44,4,69,67
2021,1956,PRIVATE,21,5,74,65
2021,1960,PRIVATE,15,4,70,61
2021,1955,PRIVATE,16,4,69,66
2021,1966,PRIVATE,82,5,84,55
2021,1953,PRIVATE,42,4,69,68
2021,1995,SOCIAL HOUSING,108,5,92,26
2021,1968,PRIVATE,36,4,83,53
2021,1954,PRIVATE,30,4,79,67
2021,1993,SOCIAL HOUSING,205,5,82,28
2021,1959,PRIVATE,23,5,71,62
2021,1955,PRIVATE,41,5,84,66
2021,1956,PRIVATE,22,5,74,65
2021,1956,PRIVATE,45,5,84,65
2021,1956,PRIVATE,51,5,74,65
2021,1954,PRIVATE,34,5,69,67
2021,1958,PRIVATE,24,5,75,63
2021,1937,TCHC,41,4,71,84
2021,1992,SOCIAL HOUSING,16,5,89,29
2021,1957,TCHC,30,5,67,64
2021,1996,TCHC,115,5,87,25
2021,1955,PRIVATE,23,4,66,66
2021,1960,PRIVATE,11,5,69,61
2021,1994,TCHC,35,5,83,27
2021,1996,SOCIAL HOUSING,29,4,74,25
2021,1970,PRIVATE,17,5,70,51
2021,1970,TCHC,31,5,73,51
2021,1957,TCHC,31,5,69,64
2021,1987,TCHC,105,5,74,34
2021,1992,TCHC,160,4,73,29
2021,1953,PRIVATE,54,5,74,68
2021,1945,PRIVATE,26,5,71,76
2021,1945,PRIVATE,26,5,67,76
2021,1922,PRIVATE,31,2,58,99
2021,1910,PRIVATE,15,5,71,111
2021,2019,PRIVATE,506,5,99,2
2021,1972,PRIVATE,336,5,80,49
2021,1950,PRIVATE,16,5,62,71
2021,1956,PRIVATE,11,5,66,65
2021,1959,PRIVATE,28,5,78,62
2021,1923,PRIVATE,22,5,63,98
2021,2012,SOCIAL HOUSING,87,2,65,9
2021,1969,PRIVATE,22,5,76,52
2021,1981,TCHC,139,4,81,40
2021,1996,SOCIAL HOUSING,60,5,64,25
2021,1895,PRIVATE,11,5,67,126
2021,1992,TCHC,59,5,78,29
2021,1900,SOCIAL HOUSING,76,5,76,121
2021,2010,TCHC,84,4,71,11
2021,1969,PRIVATE,260,4,57,52
2021,1969,PRIVATE,568,3,61,52
2021,1972,SOCIAL HOUSING,96,5,70,49
2021,1910,PRIVATE,10,3,66,111
2021,1982,TCHC,251,5,83,39
2021,1964,TCHC,299,3,61,57
2021,1987,SOCIAL HOUSING,39,5,66,34
2021,1920,SOCIAL HOUSING,10,5,84,101
2021,1996,SOCIAL HOUSING,68,5,71,25
2021,1885,SOCIAL HOUSING,28,5,71,136
2021,1988,PRIVATE,16,3,68,33
2021,1985,SOCIAL HOUSING,53,3,71,36
2021,1951,PRIVATE,11,5,64,70
2021,1989,TCHC,138,3,68,32
2021,1965,PRIVATE,70,5,82,56
2021,1963,PRIVATE,157,5,76,58
2021,2009,TCHC,61,4,76,12
2021,1992,SOCIAL HOUSING,89,5,77,29
2021,1970,PRIVATE,154,5,67,51
2021,1958,PRIVATE,23,5,75,63
2021,1957,PRIVATE,27,5,78,64
2021,1957,TCHC,31,5,67,64
2021,1983,TCHC,166,5,78,38
2021,1993,TCHC,102,4,66,28
2021,1967,PRIVATE,105,5,77,54
2021,1970,PRIVATE,210,5,77,51
2021,2020,PRIVATE,315,5,100,1
2021,1969,PRIVATE,170,5,64,52
2021,1976,SOCIAL HOUSING,126,5,87,45
2021,1989,TCHC,40,5,66,32
2021,1995,SOCIAL HOUSING,16,4,59,26
2021,1961,TCHC,86,5,74,60
2021,1919,PRIVATE,24,5,66,102
2021,1960,PRIVATE,18,4,57,61
2021,2010,TCHC,110,3,67,11
2021,1950,PRIVATE,19,5,81,71
2021,1960,PRIVATE,21,4,79,61
2021,1950,PRIVATE,24,4,60,71
2021,1945,PRIVATE,38,5,78,76
2021,1965,PRIVATE,18,4,59,56
2021,1951,PRIVATE,12,4,64,70
2021,1910,PRIVATE,68,1,20,111
2021,1920,PRIVATE,27,5,76,101
2021,1990,TCHC,50,5,83,31
2021,1979,TCHC,189,4,70,42
2021,2018,PRIVATE,503,5,99,3
2021,1990,TCHC,110,5,90,31
2021,1980,TCHC,301,5,74,41
2021,1972,TCHC,389,5,64,49
2021,1965,PRIVATE,13,5,65,56
2021,1962,PRIVATE,37,5,71,59
2021,1964,PRIVATE,67,5,66,57
2021,1905,PRIVATE,24,5,66,116
2021,1974,TCHC,57,5,81,47
2021,1977,PRIVATE,72,4,68,44
2021,1960,PRIVATE,80,5,60,61
2021,1968,PRIVATE,118,5,62,53
2021,1898,PRIVATE,42,4,65,123
2021,1971,PRIVATE,62,5,83,50
2021,1968,PRIVATE,12,5,55,53
2021,1964,PRIVATE,30,5,79,57
2021,1988,TCHC,219,5,68,33
2021,1913,PRIVATE,22,4,70,108
2021,1920,PRIVATE,10,5,70,101
2021,1953,PRIVATE,26,4,75,68
2021,1953,PRIVATE,26,4,75,68
2021,1950,PRIVATE,54,4,69,71
2021,1950,PRIVATE,40,4,74,71
2021,1970,PRIVATE,12,5,69,51
2021,1958,PRIVATE,12,3,54,63
2021,1954,PRIVATE,12,3,51,67
2021,1980,PRIVATE,12,4,65,41
2021,1960,PRIVATE,22,5,60,61
2021,1976,PRIVATE,264,5,78,45
2021,1988,SOCIAL HOUSING,77,5,78,33
2021,1974,TCHC,253,5,64,47
2021,1950,PRIVATE,144,5,79,71
2021,2016,SOCIAL HOUSING,145,5,94,5
2021,1954,PRIVATE,192,5,86,67
2021,1969,PRIVATE,147,5,73,52
2021,1960,PRIVATE,69,4,76,61
2021,1971,PRIVATE,226,5,68,50
2021,1962,TCHC,63,4,67,59
2021,1980,TCHC,397,5,76,41
2021,1967,PRIVATE,25,4,66,54
2021,2006,TCHC,220,4,67,15
2021,1967,PRIVATE,28,5,68,54
2021,1988,SOCIAL HOUSING,36,4,62,33
2021,1960,PRIVATE,33,5,79,61
2021,1953,PRIVATE,21,5,76,68
2021,1955,PRIVATE,21,5,79,66
2021,1955,PRIVATE,21,5,76,66
2021,1977,TCHC,400,4,76,44
2021,1940,PRIVATE,10,5,64,81
2021,2009,TCHC,180,3,71,12
2021,2014,TCHC,128,5,93,7
2021,1917,PRIVATE,16,5,71,104
2021,1959,PRIVATE,28,5,70,62
2021,1955,PRIVATE,36,5,69,66
2021,1973,TCHC,29,4,69,48
2021,1982,SOCIAL HOUSING,115,5,80,39
2021,2017,PRIVATE,46,5,91,4
2021,1992,SOCIAL HOUSING,48,5,78,29
2021,1965,PRIVATE,54,5,71,56
2021,1960,PRIVATE,15,5,51,61
2021,1915,PRIVATE,42,4,42,106
2021,1956,PRIVATE,50,5,86,65
2021,1988,SOCIAL HOUSING,48,4,78,33
2021,1991,SOCIAL HOUSING,126,5,77,30
2021,1959,TCHC,299,5,80,62
2021,1991,SOCIAL HOUSING,112,5,86,30
2021,1965,PRIVATE,48,5,78,56
2021,1957,PRIVATE,70,5,66,64
2021,1994,SOCIAL HOUSING,164,5,87,27
2021,1958,PRIVATE,22,4,74,63
2021,1953,PRIVATE,26,5,76,68
2021,1965,PRIVATE,73,5,74,56
2021,1954,PRIVATE,26,5,89,67
2021,1968,SOCIAL HOUSING,55,4,72,53
2021,1984,TCHC,44,5,81,37
2021,1956,PRIVATE,12,4,58,65
2021,1965,PRIVATE,24,5,68,56
2021,1965,PRIVATE,23,5,82,56
2021,1991,SOCIAL HOUSING,42,5,74,30
2021,1955,TCHC,36,4,69,66
2021,1989,TCHC,128,3,65,32
2021,1978,TCHC,105,5,73,43
2021,1967,PRIVATE,22,5,76,54
2021,1966,TCHC,92,4,73,55
2021,1965,PRIVATE,21,4,64,56
2021,1959,PRIVATE,29,5,56,62
2021,1955,PRIVATE,26,5,78,66
2021,1900,PRIVATE,20,5,77,121
2021,1914,PRIVATE,16,4,81,107
2021,1914,PRIVATE,16,5,83,107
2021,1930,PRIVATE,60,5,81,91
2021,1989,TCHC,157,3,81,32
2021,1951,PRIVATE,12,5,76,70
2021,1954,PRIVATE,18,3,49,67
2021,1951,PRIVATE,12,5,83,70
2021,1970,PRIVATE,16,5,70,51
2021,1991,TCHC,126,5,78,30
2021,2008,TCHC,56,5,80,13
2021,1947,PRIVATE,15,5,71,74
2021,1948,PRIVATE,26,5,74,73
2021,1974,TCHC,345,5,71,47
2021,1925,PRIVATE,30,4,57,96
2021,1960,PRIVATE,54,5,70,61
2021,1965,TCHC,41,5,81,56
2021,1956,TCHC,75,5,74,65
2021,1955,PRIVATE,30,5,89,66
2021,1969,TCHC,190,5,77,52
2021,1979,SOCIAL HOUSING,109,5,82,42
2021,1979,TCHC,330,5,88,42
2021,1961,PRIVATE,86,3,66,60
2021,1950,PRIVATE,24,3,61,71
2021,1965,PRIVATE,82,5,61,56
2021,1955,PRIVATE,18,5,68,66
2021,1956,PRIVATE,11,4,72,65
2021,1960,PRIVATE,29,5,80,61
2021,1970,PRIVATE,136,5,85,51
2021,1960,PRIVATE,21,5,74,61
2021,1954,PRIVATE,40,5,74,67
2021,1922,PRIVATE,16,3,70,99
2021,1956,PRIVATE,28,5,73,65
2021,1986,TCHC,135,5,77,35
2021,1967,TCHC,198,4,75,54
2021,1989,TCHC,150,4,89,32
2021,1977,PRIVATE,300,5,85,44
2021,1978,PRIVATE,292,5,87,43
2021,1978,PRIVATE,514,5,88,43
2021,1958,PRIVATE,19,5,80,63
2021,1940,PRIVATE,27,4,61,81
2021,1940,PRIVATE,27,4,68,81
2021,1981,TCHC,247,5,78,40
2021,1983,SOCIAL HOUSING,127,5,91,38
2021,1990,TCHC,73,5,89,31
2021,1960,PRIVATE,44,4,74,61
2021,1957,PRIVATE,21,4,73,64
2021,1967,PRIVATE,216,3,71,54
2021,1962,TCHC,81,4,72,59
2021,1917,PRIVATE,11,5,68,104
2021,1970,PRIVATE,32,3,67,51
2021,1960,PRIVATE,12,4,65,61
2021,1952,PRIVATE,16,5,64,69
2021,1930,PRIVATE,15,5,70,91
2021,1977,TCHC,99,5,85,44
2021,1965,PRIVATE,41,5,71,56
2021,1950,PRIVATE,10,4,66,71
2021,1957,PRIVATE,10,5,72,64
2021,1954,PRIVATE,22,5,74,67
2021,1955,PRIVATE,32,5,60,66
2021,1954,PRIVATE,31,5,63,67
2021,1966,PRIVATE,245,3,71,55
2021,1957,TCHC,31,5,79,64
2021,1927,PRIVATE,24,5,70,94
2021,1964,PRIVATE,84,5,84,57
2021,1964,PRIVATE,84,5,86,57
2021,1990,TCHC,90,5,80,31
2021,1928,PRIVATE,32,5,66,93
